x_0,y_0,z_0,tradewhen_0
0,0.548981234,0,0
0,-1.143009358,0,0
0,1.460058471,0,0
0,-0.332404061,0,0
0,-0.832288807,0,0
0,,0,0
0,-0.562442477,0,0
0,,0,0
0,0.316898912,0,0
1,0.308704448,0,0.308704448
0,2.870371403,0,0.308704448
0,-1.948428867,0,0.308704448
0,1.143475596,0,0.308704448
0,-0.774490906,0,0.308704448
0,-0.801724021,0,0.308704448
0,0.080095494,0,0.308704448
0,-0.598777157,0,0.308704448
0,-0.400342482,0,0.308704448
0,0.499903933,1,0
0,,0,0
0,0.155868878,0,0
0,0.329935895,0,0
0,0.220608136,0,0
0,-1.855482706,0,0
0,-1.175781604,1,0
0,1.326510052,0,0
0,0.254414627,0,0
0,-1.241711234,0,0
0,1.221095195,0,0
0,,0,0
0,0.646137652,0,0
1,-0.068341488,0,-0.068341488
0,0.546766067,0,-0.068341488
0,0.346107269,0,-0.068341488
0,-0.725329117,0,-0.068341488
0,-0.717462137,0,-0.068341488
0,1.234751827,1,0
0,-0.864627225,0,0
0,,1,0
0,,0,0
0,-2.370332816,0,0
0,,0,0
1,-1.64800749,0,-1.64800749
0,0.967279493,0,-1.64800749
0,0.934696737,0,-1.64800749
0,,0,-1.64800749
0,1.092105617,0,-1.64800749
1,-1.45942564,0,-1.45942564
0,-1.950917351,0,-1.45942564
0,1.071572904,0,-1.45942564
0,0.191526651,0,-1.45942564
0,-0.390058241,0,-1.45942564
0,-0.190466289,0,-1.45942564
0,2.002618326,0,-1.45942564
0,2.495812152,0,-1.45942564
0,-0.321772484,0,-1.45942564
0,-0.000608825,0,-1.45942564
0,-2.265659614,0,-1.45942564
0,1.565461878,0,-1.45942564
0,-0.172315245,0,-1.45942564
0,,0,-1.45942564
0,0.29657208,0,-1.45942564
1,-0.462072975,0,-0.462072975
0,,0,-0.462072975
0,-1.350983851,0,-0.462072975
0,,0,-0.462072975
0,0.011497193,0,-0.462072975
0,-0.061484923,1,0
0,-0.467630986,0,0
0,-0.161405185,0,0
1,0.880320928,0,0.880320928
0,-0.368253857,0,0.880320928
0,-0.820034388,0,0.880320928
1,-0.762427541,0,-0.762427541
0,,0,-0.762427541
0,-0.479382632,0,-0.762427541
0,-2.778192731,0,-0.762427541
1,0.878775795,0,0.878775795
0,-0.421772559,0,0.878775795
0,-0.217487934,0,0.878775795
0,-0.173306431,0,0.878775795
1,-0.168549396,0,-0.168549396
0,0.633566343,0,-0.168549396
1,-1.046043365,0,-1.046043365
0,0.47613206,0,-1.046043365
0,-0.669907389,0,-1.046043365
0,-1.757034314,0,-1.046043365
1,1.292107301,0,1.292107301
0,1.685097295,1,0
0,2.010261144,0,0
0,,0,0
0,-0.68473912,1,0
0,-0.522714155,0,0
0,0.43344639,0,0
0,,0,0
0,-0.826441933,0,0
0,0.79284328,0,0
0,0.11377281,0,0
0,,0,0
0,-0.448047203,0,0
0,0.704589391,0,0
0,0.713665372,0,0
0,0.599137679,0,0
0,-1.425990253,0,0
0,1.178241983,0,0
0,-1.392874375,0,0
0,-0.489012196,0,0
0,0.887138141,0,0
0,1.3713002,0,0
0,,0,0
0,1.433245989,0,0
1,-0.489848533,0,-0.489848533
0,-0.433486668,0,-0.489848533
0,,0,-0.489848533
1,1.921250392,0,1.921250392
0,1.034902848,0,1.921250392
0,0.605398362,0,1.921250392
0,0.076143728,0,1.921250392
1,,0,1.921250392
0,-0.860055262,0,1.921250392
0,0.370185171,0,1.921250392
0,,0,1.921250392
0,,0,1.921250392
0,-0.135103045,0,1.921250392
0,-0.95189401,1,0
1,-1.355919845,0,-1.355919845
0,0.33867318,0,-1.355919845
0,,0,-1.355919845
0,,0,-1.355919845
0,-0.048388593,0,-1.355919845
0,0.075681876,1,0
0,,0,0
0,0.558072182,0,0
0,0.541634157,0,0
0,1.090360465,0,0
0,0.286491108,0,0
0,,0,0
0,1.242297841,0,0
0,-0.372243174,0,0
0,0.111661956,0,0
0,-0.109696121,0,0
0,0.328978409,0,0
0,0.370007391,0,0
0,1.138857131,1,0
0,0.445879169,0,0
0,-0.663514677,0,0
0,0.713732781,0,0
0,0.142772048,1,0
0,,0,0
0,0.826408829,0,0
0,-2.081393006,0,0
1,-1.998345622,1,0
0,-2.28047873,0,0
0,-0.544918419,0,0
0,-0.520932355,0,0
0,,0,0
0,-0.69598599,0,0
0,1.80752097,0,0
1,,0,0
0,1.277732783,0,0
0,0.072110724,0,0
1,-0.424096052,0,-0.424096052
0,-0.305755488,0,-0.424096052
0,,0,-0.424096052
0,0.451145772,1,0
0,-0.52166107,1,0
0,-1.632310056,0,0
0,-0.990064725,0,0
0,0.667903869,0,0
0,-1.644121859,0,0
0,-0.08389535,0,0
0,-1.300237391,0,0
0,0.657173997,0,0
0,-0.308639734,0,0
0,1.520132829,0,0
0,-0.080568893,0,0
0,1.022461914,0,0
0,-0.421913071,0,0
0,-1.842731089,0,0
1,0.144237279,0,0.144237279
0,,0,0.144237279
0,,0,0.144237279
0,0.103657191,0,0.144237279
0,0.191962865,0,0.144237279
0,,0,0.144237279
0,,0,0.144237279
0,2.084115453,0,0.144237279
0,-0.494614047,0,0.144237279
0,-0.274231587,0,0.144237279
0,-1.804537453,0,0.144237279
0,0.184515307,0,0.144237279
0,-0.158050807,0,0.144237279
0,-0.691342235,0,0.144237279
0,-0.711856294,0,0.144237279
0,,0,0.144237279
0,-2.15796988,0,0.144237279
0,,0,0.144237279
0,-0.571556159,0,0.144237279
0,,0,0.144237279
0,1.386775322,0,0.144237279
0,,0,0.144237279
0,0.575764847,0,0.144237279
0,,0,0.144237279
1,0.477132394,0,0.477132394
0,-1.650993959,0,0.477132394
0,-0.275548182,0,0.477132394
0,-0.101890724,0,0.477132394
0,-0.880151312,0,0.477132394
1,1.007767727,0,1.007767727
1,-0.092230377,0,-0.092230377
0,-1.211162776,0,-0.092230377
0,-0.534808301,0,-0.092230377
0,-0.107126252,0,-0.092230377
1,1.925503805,0,1.925503805
0,-0.873884713,0,1.925503805
0,,0,1.925503805
0,-2.297033386,0,1.925503805
0,,1,0
0,1.429402809,0,0
1,2.091590943,0,2.091590943
0,-1.443280304,0,2.091590943
0,0.642097584,0,2.091590943
0,,0,2.091590943
0,-0.493433991,0,2.091590943
0,,0,2.091590943
0,-0.226028238,0,2.091590943
0,-0.070877527,0,2.091590943
0,-0.517245531,0,2.091590943
0,-0.111237349,0,2.091590943
1,-0.373608894,1,0
0,1.614875504,1,0
0,0.237560626,0,0
0,-0.714656704,0,0
0,-0.998038623,0,0
0,-1.559597059,0,0
0,-1.235320613,0,0
0,0.993571926,0,0
0,,0,0
0,1.549495381,0,0
0,,0,0
0,0.634457266,0,0
0,,0,0
0,-0.554620516,1,0
0,,0,0
1,0.839971093,0,0.839971093
0,,0,0.839971093
0,-2.148887779,0,0.839971093
1,1.049072904,0,1.049072904
0,,1,0
0,,0,0
0,0.23309182,0,0
0,0.520244272,0,0
0,0.999343965,0,0
0,-1.434912825,0,0
0,-1.812486022,0,0
0,0.369781393,0,0
0,,0,0
0,-0.393797317,0,0
1,,0,0
0,1.179186803,0,0
0,-1.555738327,0,0
0,-1.234651427,0,0
0,,0,0
0,,0,0
0,1.731125179,0,0
1,,1,0
0,0.586388012,0,0
1,,0,0
0,-1.038778836,0,0
0,,0,0
0,0.129642614,0,0
0,,0,0
0,,0,0
0,,0,0
0,,0,0
0,1.219910287,0,0
0,0.021652425,0,0
0,0.700050729,0,0
0,-1.151455537,0,0
0,1.246395473,0,0
0,-1.470386515,0,0
0,-1.060964025,0,0
0,,0,0
0,0.66478114,0,0
0,1.353641269,0,0
0,,1,0
0,,0,0
0,-0.148948202,0,0
0,,0,0
0,-1.263097027,0,0
0,-0.001380283,0,0
0,0.445582784,0,0
0,-0.096975382,0,0
0,0.688968997,0,0
0,0.713693817,0,0
0,0.71110919,0,0
0,,0,0
0,0.861738874,0,0
0,-1.366921049,0,0
0,1.753010844,0,0
0,,0,0
0,,0,0
0,-1.961990559,0,0
0,-0.003708188,0,0
1,,0,0
0,-0.480142187,0,0
0,1.312023281,0,0
1,1.063893434,0,1.063893434
0,0.423857412,0,1.063893434
1,2.196067981,0,2.196067981
0,0.110664387,0,2.196067981
0,1.11293539,0,2.196067981
0,0.908943093,0,2.196067981
0,0.948828941,0,2.196067981
0,-1.085041523,0,2.196067981
0,0.006205774,0,2.196067981
0,-1.259466985,0,2.196067981
0,-0.976401253,0,2.196067981
0,-0.300957557,0,2.196067981
0,1.005194469,0,2.196067981
0,-1.032371397,0,2.196067981
0,-0.74107198,0,2.196067981
0,2.306030652,0,2.196067981
0,,0,2.196067981
0,0.625721309,0,2.196067981
0,-1.627132405,0,2.196067981
1,,0,2.196067981
0,-0.760327048,0,2.196067981
0,,0,2.196067981
1,0.554370392,0,0.554370392
0,0.112971608,0,0.554370392
0,0.132891701,0,0.554370392
0,0.87250202,0,0.554370392
1,0.048700811,0,0.048700811
0,-0.333219912,0,0.048700811
0,0.506236646,0,0.048700811
0,-1.283128855,0,0.048700811
0,0.718408873,0,0.048700811
0,-0.223084873,0,0.048700811
0,,1,0
0,-1.0644627,0,0
0,0.59584376,0,0
0,0.171540658,0,0
0,-1.39745431,0,0
0,-0.751762467,0,0
1,0.214999867,0,0.214999867
1,0.779349613,0,0.779349613
0,,0,0.779349613
0,-1.227407987,0,0.779349613
0,1.761297953,0,0.779349613
0,0.553955444,0,0.779349613
0,1.3823438,0,0.779349613
0,0.518796616,0,0.779349613
0,-1.048888659,0,0.779349613
0,0.151498012,0,0.779349613
0,-1.367212471,0,0.779349613
0,-1.355067679,0,0.779349613
0,,0,0.779349613
0,-0.433288744,0,0.779349613
0,1.405862532,0,0.779349613
0,0.954152705,0,0.779349613
0,-0.146498233,0,0.779349613
1,-0.93071168,0,-0.93071168
0,-1.866575303,0,-0.93071168
0,0.434286766,0,-0.93071168
1,0.83348283,0,0.83348283
0,,0,0.83348283
0,,0,0.83348283
0,0.570534661,0,0.83348283
0,,0,0.83348283
0,0.029960404,0,0.83348283
0,1.280717048,0,0.83348283
0,,0,0.83348283
0,-0.421723211,1,0
0,-0.610324666,1,0
0,,0,0
1,,0,0
1,-0.989188421,0,-0.989188421
0,,0,-0.989188421
0,1.533553227,0,-0.989188421
0,-0.519085798,0,-0.989188421
0,-0.868409563,1,0
0,-0.409655497,0,0
0,,0,0
0,-0.232635039,0,0
1,-0.309347367,0,-0.309347367
0,-0.04674621,0,-0.309347367
0,0.679873339,0,-0.309347367
0,-0.265788885,0,-0.309347367
0,-0.623233565,0,-0.309347367
0,-1.317675866,0,-0.309347367
0,,0,-0.309347367
0,0.043686127,0,-0.309347367
0,0.915500019,0,-0.309347367
0,,1,0
0,,0,0
1,-1.356616802,1,0
0,-1.896798995,0,0
0,-1.535473967,0,0
0,0.438992256,0,0
0,0.831268206,0,0
0,-0.473498819,0,0
0,-0.829082172,0,0
0,,0,0
0,1.067753133,0,0
0,0.810768181,0,0
0,,0,0
0,-0.431604159,0,0
0,,0,0
0,1.396191635,0,0
0,-1.47967847,0,0
0,-1.266296692,0,0
0,-1.731134074,0,0
0,-0.76526424,0,0
0,,0,0
0,0.842878588,0,0
0,0.216316738,1,0
0,-1.113192848,0,0
0,,1,0
0,0.957712556,0,0
0,,0,0
0,,0,0
0,1.585115219,0,0
0,,0,0
0,-0.148085296,0,0
0,-0.233886271,0,0
0,1.063543436,0,0
0,,0,0
0,-1.668065004,0,0
0,-1.490288825,0,0
0,0.8321675,0,0
0,2.601043095,0,0
0,0.401927705,0,0
0,-0.293832403,0,0
0,0.788268541,0,0
1,2.003216083,0,2.003216083
1,1.003238769,0,1.003238769
0,,0,1.003238769
1,-0.430779167,0,-0.430779167
0,0.3534641,0,-0.430779167
0,,0,-0.430779167
0,0.137164104,0,-0.430779167
0,-0.717273938,0,-0.430779167
1,0.289933274,0,0.289933274
0,-0.903938876,0,0.289933274
0,0.777529874,0,0.289933274
0,0.594541723,0,0.289933274
0,-1.310763029,0,0.289933274
1,-1.286665015,0,-1.286665015
0,,0,-1.286665015
0,0.946538162,0,-1.286665015
0,-0.012422881,0,-1.286665015
1,-1.386958784,0,-1.386958784
0,-1.467728137,0,-1.386958784
0,-1.000368501,0,-1.386958784
0,-1.273525339,0,-1.386958784
0,0.605678768,0,-1.386958784
0,,0,-1.386958784
0,1.039532111,0,-1.386958784
1,1.607640449,0,1.607640449
0,0.401538281,0,1.607640449
1,-0.551873177,0,-0.551873177
0,-0.980315991,0,-0.551873177
0,-0.544197548,0,-0.551873177
0,-0.94250003,0,-0.551873177
0,0.570074058,0,-0.551873177
0,2.079883091,0,-0.551873177
0,,0,-0.551873177
0,-0.313748644,0,-0.551873177
0,0.131084551,0,-0.551873177
0,-1.530941341,0,-0.551873177
0,-0.437993129,1,0
0,,0,0
0,,0,0
0,,0,0
0,0.197950764,0,0
0,,0,0
0,0.345429875,0,0
1,-0.679394435,0,-0.679394435
0,0.851663939,0,-0.679394435
0,-1.14670884,0,-0.679394435
0,1.072937927,0,-0.679394435
0,0.551802081,0,-0.679394435
0,,0,-0.679394435
0,0.784047839,0,-0.679394435
0,0.03320112,0,-0.679394435
0,-0.222384993,0,-0.679394435
1,-0.656081927,0,-0.656081927
0,1.01424088,0,-0.656081927
0,-0.890039262,0,-0.656081927
0,-0.854294353,0,-0.656081927
0,-1.977761284,0,-0.656081927
0,0.45734014,0,-0.656081927
0,0.721743166,0,-0.656081927
0,0.703256118,0,-0.656081927
0,-1.239687164,0,-0.656081927
0,0.865554811,0,-0.656081927
0,-1.131681914,0,-0.656081927
0,,0,-0.656081927
0,0.32004893,0,-0.656081927
1,0.382659849,0,0.382659849
0,0.10844614,1,0
0,-1.257309745,0,0
0,-1.120818729,0,0
1,1.827986771,0,1.827986771
1,1.036524329,0,1.036524329
0,-0.190674185,0,1.036524329
0,-3.65730067,1,0
0,-0.279980928,0,0
0,,0,0
0,0.026411432,0,0
1,-1.147755095,0,-1.147755095
0,-1.469568174,0,-1.147755095
0,-1.498455433,0,-1.147755095
0,0.267571615,0,-1.147755095
0,,0,-1.147755095
0,0.59061169,0,-1.147755095
0,1.485815514,0,-1.147755095
0,,0,-1.147755095
0,-1.516714852,0,-1.147755095
0,1.600799904,0,-1.147755095
0,0.864462645,1,0
0,0.95756174,0,0
0,,0,0
0,0.359102939,0,0
0,0.688939167,0,0
1,-1.056387012,0,-1.056387012
0,-0.749024412,0,-1.056387012
0,,0,-1.056387012
0,-0.654262313,0,-1.056387012
0,0.19327941,0,-1.056387012
0,0.137280025,0,-1.056387012
0,0.175908229,0,-1.056387012
0,,0,-1.056387012
0,1.94179727,0,-1.056387012
0,-1.364136726,0,-1.056387012
1,,1,0
0,-0.158649273,0,0
0,-0.555026973,0,0
0,0.298317751,0,0
0,1.0108233,0,0
0,1.175866411,0,0
0,-0.207185144,0,0
0,,0,0
0,1.592554202,0,0
0,-0.701253156,0,0
0,-1.225266789,0,0
0,-0.681811244,0,0
0,1.22713056,0,0
0,-2.77579464,0,0
0,0.680046604,0,0
0,-1.220478088,0,0
0,0.496648878,0,0
0,0.38931309,0,0
0,-0.052477954,0,0
0,-0.276181938,0,0
0,-1.530150412,0,0
0,,1,0
0,-0.166149572,0,0
0,0.352179819,0,0
0,-0.937225252,1,0
1,,0,0
0,,0,0
0,-1.474885007,0,0
0,0.069019611,0,0
0,-0.614975898,0,0
0,-1.848002361,0,0
0,,0,0
0,-0.504664188,0,0
0,,0,0
0,-0.106629569,0,0
0,0.790028576,0,0
0,-1.019297061,0,0
0,,0,0
1,,0,0
0,,0,0
0,0.076051261,0,0
0,-1.288039844,0,0
0,0.421202165,0,0
0,-0.93292866,0,0
1,-0.503653215,0,-0.503653215
0,-0.490880877,0,-0.503653215
0,-0.18799451,0,-0.503653215
0,-0.940668928,0,-0.503653215
0,-0.431183658,0,-0.503653215
1,0.170651697,0,0.170651697
1,,1,0
0,1.110392016,0,0
0,-0.263376374,0,0
0,-0.235693465,0,0
1,1.576065705,0,1.576065705
0,-0.459367101,0,1.576065705
0,-0.390640241,0,1.576065705
1,,0,1.576065705
0,0.243419317,0,1.576065705
0,,0,1.576065705
0,-0.019080148,0,1.576065705
0,1.314733949,0,1.576065705
0,0.996367469,0,1.576065705
0,-0.076787591,0,1.576065705
0,,0,1.576065705
0,0.603309225,1,0
0,0.320988138,0,0
0,-0.227708428,0,0
0,-0.041737906,1,0
0,-0.531528165,0,0
0,-0.840031122,0,0
1,0.633901829,0,0.633901829
0,-1.277109309,0,0.633901829
0,0.517866248,0,0.633901829
0,0.470604105,0,0.633901829
0,-0.551595952,0,0.633901829
0,-2.024838667,0,0.633901829
0,,0,0.633901829
0,-2.197177664,0,0.633901829
0,0.675938502,0,0.633901829
1,-1.730929395,0,-1.730929395
0,1.480684098,0,-1.730929395
0,0.754277699,0,-1.730929395
0,0.524967183,0,-1.730929395
0,-2.072402249,0,-1.730929395
0,-0.270662442,0,-1.730929395
0,-2.140952834,0,-1.730929395
0,-0.585724161,0,-1.730929395
1,0.572503673,1,0
0,-0.654974398,0,0
0,1.197597678,0,0
0,0.191969148,0,0
0,-0.171867072,0,0
0,,0,0
1,,0,0
0,0.189033426,0,0
0,-1.440932373,0,0
0,-1.275509756,0,0
0,,0,0
0,-0.590956682,0,0
0,,0,0
0,-0.011234801,0,0
0,-0.490356409,0,0
0,-2.079616774,0,0
0,-0.306795112,0,0
0,0.4704517,0,0
0,1.259581383,0,0
0,-0.01648706,0,0
1,-0.484590583,0,-0.484590583
0,-0.096968192,0,-0.484590583
0,,1,0
0,-0.839167563,0,0
0,,0,0
0,,0,0
1,,0,0
0,0.786951463,0,0
0,0.917887138,0,0
0,0.486092037,0,0
0,1.298890733,0,0
0,0.219310895,0,0
0,0.465309067,0,0
0,-0.226175621,0,0
0,0.785569504,0,0
0,1.828999617,0,0
0,1.166884705,0,0
0,-1.210886398,0,0
0,0.041634609,0,0
0,1.146431833,0,0
1,,0,0
0,0.378051709,0,0
0,,0,0
0,-1.32445058,0,0
0,,0,0
0,-0.778979881,0,0
0,-0.915744576,0,0
0,1.472880908,1,0
0,1.552824114,0,0
0,0.462328586,0,0
0,0.272083816,0,0
0,0.702797251,0,0
0,1.135229269,1,0
0,1.03036655,0,0
0,,0,0
0,-0.747052232,0,0
0,0.163178623,0,0
0,,0,0
0,-0.436545027,0,0
0,-2.036233432,0,0
0,0.868927608,0,0
0,-1.690411299,0,0
0,0.633425024,0,0
0,2.443316998,0,0
0,-1.353961825,1,0
1,-1.203639629,0,-1.203639629
0,,0,-1.203639629
0,,0,-1.203639629
0,0.180065039,0,-1.203639629
0,1.995380037,0,-1.203639629
0,-1.259061828,0,-1.203639629
0,0.098639743,0,-1.203639629
0,-1.541793289,0,-1.203639629
0,-0.459525915,0,-1.203639629
0,-0.987769303,1,0
0,-2.074313207,0,0
0,-0.869503173,0,0
0,0.162529074,0,0
0,-0.091938542,0,0
0,-1.350960643,0,0
0,2.071241253,0,0
0,2.413296513,0,0
0,-2.220610276,1,0
0,-0.675068069,0,0
0,0.031570239,0,0
0,,0,0
0,0.453307096,0,0
0,0.392573502,0,0
0,,0,0
0,-0.517561837,0,0
0,0.996711818,0,0
0,1.85894387,0,0
0,,0,0
0,0.591720939,0,0
0,1.205574261,0,0
0,-0.375939814,0,0
0,-0.677581974,0,0
0,-0.111891759,0,0
0,1.362731908,0,0
1,1.959997228,0,1.959997228
0,-0.885327703,0,1.959997228
0,,0,1.959997228
0,,0,1.959997228
0,-0.377992621,0,1.959997228
0,0.626805598,0,1.959997228
0,0.583138203,0,1.959997228
0,-0.598696109,0,1.959997228
0,0.872004012,0,1.959997228
0,0.194612058,0,1.959997228
0,,0,1.959997228
0,2.098824803,1,0
0,1.413961664,0,0
0,-0.698471412,0,0
0,-0.885381361,0,0
0,-1.110896828,0,0
0,0.445811099,0,0
0,-0.873873557,0,0
0,0.895375293,0,0
0,-2.517271207,0,0
0,-0.234631787,0,0
0,0.46189931,0,0
0,0.893561803,0,0
0,0.358804008,0,0
0,0.678151154,0,0
1,,0,0
0,0.929232312,0,0
0,-0.073575565,0,0
0,0.816702809,0,0
0,,0,0
0,-0.508559047,0,0
0,-0.964819287,0,0
0,-0.296920089,0,0
0,-1.208647294,0,0
0,-0.339946746,0,0
0,0.330436874,1,0
0,0.946880966,0,0
0,1.098329169,0,0
1,0.515809573,0,0.515809573
0,-1.211289324,0,0.515809573
0,0.537716389,0,0.515809573
0,0.650305351,0,0.515809573
0,0.874284981,0,0.515809573
0,-0.66654924,0,0.515809573
0,-0.236315595,0,0.515809573
0,,0,0.515809573
0,,0,0.515809573
0,2.468303734,1,0
0,1.119505194,0,0
0,,0,0
0,0.582511778,0,0
0,-0.41530575,0,0
1,-1.341924989,0,-1.341924989
0,2.41435944,0,-1.341924989
0,,0,-1.341924989
0,-0.717512015,0,-1.341924989
0,0.09019826,0,-1.341924989
0,-0.54907101,0,-1.341924989
0,-1.071142307,0,-1.341924989
0,0.91490382,0,-1.341924989
0,-0.287459678,0,-1.341924989
0,-0.572126945,1,0
0,-1.610649836,0,0
0,-0.82684588,0,0
0,,0,0
0,-0.747317535,0,0
0,,0,0
0,0.032459901,0,0
0,-0.688310654,0,0
0,0.151816538,0,0
1,-0.323276105,0,-0.323276105
0,1.180100633,0,-0.323276105
0,-0.373454901,0,-0.323276105
1,-0.364483,0,-0.364483
0,-0.063986872,0,-0.364483
0,,0,-0.364483
0,,0,-0.364483
0,0.498223924,0,-0.364483
0,0.441125104,0,-0.364483
0,0.103489836,0,-0.364483
0,0.391332147,0,-0.364483
0,,0,-0.364483
0,-0.017834159,0,-0.364483
0,0.061206689,0,-0.364483
0,-0.348243236,0,-0.364483
0,,0,-0.364483
1,-0.008287244,0,-0.008287244
0,,1,0
0,,0,0
0,,0,0
0,,0,0
0,-0.197381325,0,0
0,-0.836535404,0,0
0,-1.119301347,0,0
0,1.611469583,0,0
0,,0,0
0,,0,0
0,0.56594908,0,0
0,-0.288838425,0,0
0,1.306727387,0,0
0,-0.128315837,0,0
1,-0.253879989,0,-0.253879989
0,-0.494430624,0,-0.253879989
0,,0,-0.253879989
0,,0,-0.253879989
0,,0,-0.253879989
0,1.112841088,0,-0.253879989
0,1.825667829,0,-0.253879989
0,0.198457765,0,-0.253879989
0,-2.104071026,0,-0.253879989
1,-0.575529703,0,-0.575529703
0,-0.524081247,0,-0.575529703
0,-1.716634122,0,-0.575529703
0,1.040048945,0,-0.575529703
1,2.880375591,0,2.880375591
0,0.346263175,0,2.880375591
0,,0,2.880375591
0,,0,2.880375591
0,,0,2.880375591
0,-0.317591029,0,2.880375591
0,-0.771189073,0,2.880375591
0,,0,2.880375591
0,-0.651826231,0,2.880375591
0,-0.645987598,0,2.880375591
0,1.151563346,0,2.880375591
0,0.938028423,0,2.880375591
0,-1.227807865,0,2.880375591
0,-0.345082758,0,2.880375591
0,,0,2.880375591
0,-0.126359089,0,2.880375591
0,0.49814556,0,2.880375591
0,0.43591098,0,2.880375591
0,-1.221378029,0,2.880375591
0,,0,2.880375591
0,-1.560622059,0,2.880375591
0,-1.554933078,0,2.880375591
0,0.395106991,0,2.880375591
0,-1.041336059,0,2.880375591
1,2.051312789,0,2.051312789
0,-1.278003719,0,2.051312789
0,-1.041319102,0,2.051312789
0,,0,2.051312789
0,1.163987829,0,2.051312789
0,-0.575461446,0,2.051312789
0,,0,2.051312789
0,0.571317855,0,2.051312789
0,,0,2.051312789
0,0.015525082,0,2.051312789
0,0.032997125,0,2.051312789
0,0.666235998,0,2.051312789
0,-0.512239875,0,2.051312789
0,1.29478335,0,2.051312789
0,,0,2.051312789
0,1.183135336,0,2.051312789
1,1.076417044,0,1.076417044
0,-0.515827244,0,1.076417044
0,,0,1.076417044
0,,0,1.076417044
0,0.085886729,0,1.076417044
0,-0.083067704,0,1.076417044
0,-0.441027686,0,1.076417044
0,,0,1.076417044
0,1.463733723,0,1.076417044
0,-0.030859721,0,1.076417044
0,0.224973021,0,1.076417044
1,-0.640349744,0,-0.640349744
0,-0.233509145,0,-0.640349744
0,-0.953278335,0,-0.640349744
0,-0.225916927,0,-0.640349744
0,,0,-0.640349744
0,0.446903522,0,-0.640349744
0,0.347053848,0,-0.640349744
0,,0,-0.640349744
0,-0.940454027,0,-0.640349744
0,0.825678782,0,-0.640349744
0,-0.103257887,0,-0.640349744
0,-0.452507069,0,-0.640349744
1,,0,-0.640349744
0,-1.478401519,0,-0.640349744
1,1.248680793,0,1.248680793
0,-1.896052665,0,1.248680793
0,-1.066901513,1,0
0,,0,0
0,1.394102277,0,0
0,1.459205387,0,0
0,0.842815683,0,0
0,-1.029916459,0,0
0,0.180106383,0,0
0,,0,0
0,0.297963614,0,0
0,-1.245440405,0,0
0,0.536509986,0,0
0,0.335392723,0,0
0,-1.882787694,0,0
0,-0.393996745,0,0
0,-1.20688785,0,0
0,0.681614476,0,0
0,1.141074052,0,0
0,,0,0
0,-0.063789382,0,0
0,-0.328429832,0,0
0,-0.733801479,0,0
0,1.038706084,0,0
0,-0.357357811,0,0
1,-0.889641697,0,-0.889641697
0,0.177977726,0,-0.889641697
0,-0.203204655,0,-0.889641697
0,,0,-0.889641697
0,-0.016250403,0,-0.889641697
0,,0,-0.889641697
1,,0,-0.889641697
0,0.703830751,0,-0.889641697
1,,0,-0.889641697
0,,0,-0.889641697
0,-0.892950026,0,-0.889641697
0,-0.241764917,0,-0.889641697
0,-2.112808618,0,-0.889641697
0,2.190614634,0,-0.889641697
1,0.410870054,0,0.410870054
0,,0,0.410870054
0,-0.358998202,0,0.410870054
0,0.143804776,0,0.410870054
1,-2.097153169,0,-2.097153169
0,-0.135126433,0,-2.097153169
0,0.021532945,0,-2.097153169
0,-0.23034956,0,-2.097153169
0,-0.54073387,0,-2.097153169
0,-0.676367574,0,-2.097153169
0,-0.552467366,0,-2.097153169
0,-0.324927382,0,-2.097153169
0,1.844650846,0,-2.097153169
0,0.887264791,0,-2.097153169
0,-0.158878726,0,-2.097153169
0,-1.360584906,0,-2.097153169
0,,0,-2.097153169
0,0.193568645,0,-2.097153169
0,-1.471733392,0,-2.097153169
0,0.482843085,0,-2.097153169
0,-0.856600471,0,-2.097153169
0,,0,-2.097153169
0,-0.14567042,0,-2.097153169
0,1.50455712,0,-2.097153169
0,0.332093038,1,0
0,-0.035474494,0,0
0,-0.093026854,0,0
0,0.887890278,0,0
0,,0,0
0,-0.62157601,0,0
0,,0,0
1,-0.459436049,0,-0.459436049
0,0.323197945,0,-0.459436049
0,1.491913602,0,-0.459436049
0,-0.805551148,0,-0.459436049
0,0.905904158,0,-0.459436049
0,-0.378039352,0,-0.459436049
0,,0,-0.459436049
0,0.879937101,0,-0.459436049
0,-0.972025575,0,-0.459436049
1,,0,-0.459436049
0,-0.602053316,0,-0.459436049
0,0.004900649,0,-0.459436049
0,-1.069867715,0,-0.459436049
0,-0.327756626,0,-0.459436049
0,-1.413406648,0,-0.459436049
0,,0,-0.459436049
0,,0,-0.459436049
0,-0.429980735,0,-0.459436049
0,0.19621582,0,-0.459436049
0,-1.97296617,0,-0.459436049
0,0.251513332,0,-0.459436049
0,,0,-0.459436049
0,,0,-0.459436049
0,0.889924998,0,-0.459436049
0,,1,0
0,-1.299603963,0,0
0,,0,0
0,-0.287099219,0,0
0,-0.334988857,0,0
0,0.622378652,0,0
0,0.380811111,0,0
0,0.224885691,0,0
0,,0,0
1,-1.13989561,0,-1.13989561
0,-0.539930008,0,-1.13989561
0,-0.012746374,0,-1.13989561
0,-0.523356366,0,-1.13989561
0,-0.830308793,0,-1.13989561
0,0.902308178,0,-1.13989561
1,0.629057033,0,0.629057033
0,,0,0.629057033
0,0.012769475,0,0.629057033
0,0.9634004,0,0.629057033
0,-0.09858135,0,0.629057033
